oid,ra,dec,Main identifier,Parrallax,Radial velocity,pmra,pmdec
660880,54.77801499379,24.70286860801,"HD  22614",7.7028,5.79577,21.689,-47.26
660919,54.78803908235,24.367804383300005,"HD  22627",7.0064,6.73558,18.925,-40.788
661676,54.921562138279164,23.290881309961115,"HD  22680",7.2436,6.29109,21.292,-43.709
660921,55.23149023525999,24.45686915984,"HD  22832",5.4208,16.03,10.96,-23.798
660884,55.30366852115,24.892944142069997,"HD  22877",0.3178,-39.633999,0.308,-3.231
660885,55.32530938784,25.00816418362,"HD  22886",5.0692,19.39,13.029,18.363
661647,55.34569670651958,23.48693627725417,"HD  22887",7.4801,9.52981,21.627,-45.324
660982,55.37716586996,23.801426131689997,"HD  22895",2.7013,-89.92,46.71,-33.604
660886,55.42300882463,25.36993127576,"HD  22915",2.9723,-44.13,2.525,-19.146
661678,55.51968240634001,22.858556782089998,"HD  22977",7.4514,4.13,20.957,-44.688
661680,55.566326272599994,22.786451456200002,"HD  22992",17.684,21.94,20.036,-77.736
660888,55.729642162162925,24.493069338171672,"HD  23061",7.2706,5.25505,21.21,-45.117
660862,55.77717802655,25.68136020628,"HD  23075",14.4726,-55.44,-42.991,-14.475
660863,55.83470448507,25.59957628024,"HD  23092",7.1239,26.19,28.722,-6.031
660865,55.91230377313,25.770893986139995,"HD  23132",4.9005,8.1,17.44,-5.787
661681,55.8720227,22.734798400000003,"HD  23133",,-3.0,27.4,-42.3
14744000,55.87202758227001,22.73481540904,"HD  23133A",7.5325,20.8,20.074,-45.964
660897,55.94447460034,25.41335030683,"HD  23154",7.307,18.04,1.489,-23.051
660896,55.92999000817999,25.080728266249995,"HD  23155",8.1261,-13.3766,22.197,-52.654
661652,55.9230523959,23.64916036685,"HD  23157",7.8062,5.17036,20.234,-45.618
661653,55.928655628925,23.594780149267216,"HD  23158",7.3927,9.8898,19.833,-47.226
660869,55.97140071891,25.72541407828,"HD  23169",15.1335,14.337,67.904,-87.136
660899,55.96113554477999,25.268987007350002,"HD  23170",5.6767,12.2432,33.514,-30.432
661682,55.9652618,23.2224756,"HD  23171",,-5.37,-1.7,-4.4
660870,56.00813469023,25.88299165634,"HD  23182",2.7204,33.63,-8.103,-1.885
661994,55.99501439690833,23.882725963159444,"HD  23195",7.3329,4.71133,19.882,-44.694
660908,56.08425007258,24.874932311489996,"HD  23232",1.3,15.64,-1.381,-3.972
660922,56.10715245031,24.39471553037,"HD  23246",8.0279,-4.17015,21.95,-49.203
660993,56.09808816425001,24.13263088803,"HD  23247",7.3636,4.951,28.071,-43.098
660914,56.169823235951256,24.818535939263604,"HD  23269",7.4895,4.28248,20.239,-45.446
661683,56.21348112644,23.26892132266,"HD  23289",7.3946,6.28577,20.546,-44.3
674191,56.27724506377,24.26351395451,"HD  23325",6.8349,11.5151,19.017,-46.065
675786,56.27201450778,23.70267215229,"HD  23326",7.4706,5.14889,19.75,-46.401
675577,56.28096609989,22.29354370279,"HD  23327",5.1524,36.97,42.163,-46.953
674136,56.32804537056,25.97173004367,"HD  23337",5.095,-6.05,-6.902,22.725
675561,56.30822764512,23.12290962523,"HD  23339",11.6707,13.4,71.228,-79.908
674464,56.33692007636749,24.92207070964611,"HD  23351",7.3102,-30.583401,20.356,-44.16
674154,56.35052890650125,24.88598174603278,"HD  23352",7.3842,5.43186,20.543,-45.57
675562,56.34333801743001,23.20485227205,"HD  23353",10.9272,-20.2,-55.647,-52.674
674138,56.38634443887,25.6110265636,"HD  23360",6.4246,-9.91514,-8.143,-22.761
674239,56.35891219108,24.03516223852,"HD  23361",7.4605,-2.44116,23.807,-48.998
674159,56.39359635415,24.46331177297,"HD  23375",7.3516,3.34019,18.453,-46.101
674192,56.40745136767,24.33563974829,"HD  23387",8.7849,8.19262,21.075,-40.375
675563,56.416240191469996,22.6944614083,"HD  23402",7.2916,4.57,19.83,-44.158
674241,56.46514887402,24.038876390890003,"HD  23409",7.2959,-6.40599,19.806,-45.003
675565,56.45339628203,23.14714644293,"HD  23410",7.4211,6.37,20.514,-45.7
11605966,56.45293976933,23.14805286173,"HD  23410B",7.4049,5.053,19.029,-45.463
674141,56.49739924378,26.07656280754,"HD  23428",2.7467,24.96,13.428,-10.684
674142,56.50482186431,25.97226127644,"HD  23429",3.2639,-10.7,-13.97,-6.693
674169,56.49641528221,25.39859199434,"HD  23430",7.4124,15.0037,20.319,-45.413
674143,56.58298574252,25.47595810701,"HD  23461",3.5283,-27.53,-3.569,-11.23
674177,56.602422128250005,25.21205706817,"HD  23462",15.6083,30.64,95.437,-68.219
674194,56.55727600104,24.196609166820004,"HD  23463",7.5692,-9.0,16.787,-11.371
675569,56.55286858853,23.12853824537,"HD  23464",12.5475,-6.34127,21.442,-49.601
674196,56.56668157816,24.189922961109996,"HD  23479",7.3992,10.248,19.606,-43.759
674144,56.64513184026,25.843860807199995,"HD  23488",7.3791,7.22,16.961,-45.527
674528,56.61366054916,24.254998758980005,"HD  23489",7.346,5.01442,20.45,-44.647
674243,56.663889588510415,24.103203196803335,"HD  23511",7.3609,6.74342,20.529,-46.942
675543,56.64246746868,23.624026385439997,"HD  23512",7.3345,7.69,25.558,-46.071
675572,56.666654109759996,23.11033191234472,"HD  23513",7.3912,6.77975,19.263,-46.762
675571,56.659967511024995,22.919777759538885,"HD  23514",7.1526,5.49524,19.924,-43.549
674145,56.73733731187,25.63568896975,"HD  23553",1.5593,-0.58,4.194,-21.076
674365,56.74747647168,24.52012454599,"HD  23568",7.2712,16.466299,22.272,-47.521
674197,56.79189082972875,24.27665139182861,"HD  23584",7.3571,6.53788,19.959,-44.498
674146,56.836997247410004,25.52584136586,"HD  23598",7.4466,2.71,19.304,-45.569
674244,56.8190683792576,24.1283073627782,"HD  23608",10.6432,-7.12976,5.762,-34.07
675551,56.82142642811,23.726748470729998,"HD  23609",15.0645,-8.218,-34.23,-26.46
675576,56.84541567400001,22.92210727228,"HD  23610",7.8628,7.89369,20.176,-44.641
9600405,56.860577449877916,24.658459268975275,"HD  23627A",2.4813,8.3,0.971,-8.628
674188,56.85952791502,24.660104274999995,"HD  23627B",2.5391,-5.28,1.162,-9.063
675553,56.85172395574,23.91467403658,"HD  23631",7.221,-1.73739,20.049,-44.133
675552,56.83737012621,23.80334341041999,"HD  23632",7.3129,-6.287,19.096,-45.52
675556,56.9040089829,23.6091159309,"HD  23654",5.2035,-32.4,56.307,-59.331
674190,56.9451472876,25.385696921809995,"HD  23664",7.201,9.1943,19.423,-45.777
675558,56.92532552378,23.54383529734,"HD  23665",2.8813,6.83,-4.041,-22.589
674656,57.02724954901,24.98841598152,"HD  23712",3.64,-56.54,-29.149,-28.412
676418,57.02986840255,24.14206407861,"HD  23713",7.3722,6.47063,17.901,-46.44
674632,57.07030325809,25.21512290688,"HD  23732",7.3587,6.36549,18.111,-45.724
674685,57.05648937387001,24.3183951658,"HD  23733",7.405,-2.6004,17.894,-41.116
674657,57.10964842026,25.323075996190003,"HD  23742",30.9517,-69.26,14.778,-99.028
675919,57.086736594479994,23.42124885473,"HD  23753",7.6909,7.6,19.695,-47.113
675127,57.12540375667,24.345526206240002,"HD  23763",6.8995,27.0205,19.609,-45.356
675949,57.13064801247,22.21125000708,"HD  23764",8.9046,20.93,70.198,-69.818
674686,57.1449933575202,24.1811664227652,"HD  23778",4.746,7.21079,18.493,-40.625
675920,57.18289703026,23.259814509399998,"HD  23791",7.3189,8.43129,19.294,-44.885
675921,57.22795726243,22.79920677673,"HD  23823",2.5817,23.760599,6.021,-6.041
675922,57.29461444184,23.2671719,"HD  23851",0.9596,-34.04,-4.815,-2.124
675925,57.29690014134,22.60946827018,"HD  23852",7.456,16.998699,21.057,-47.31
675904,57.30077972382,23.886788371480005,"HD  23863",7.4178,-6.75213,19.621,-45.173
675924,57.30061251784,23.40831839234,"HD  23864",5.1257,-9.5,-25.765,24.179
674687,57.32001058317,24.39612939219,"HD  23872",7.0128,-2.44113,19.736,-44.081
674688,57.34062602237,24.3809539325,"HD  23873",7.1894,37.2272,18.567,-45.348
674689,57.35826492286,24.24770123943,"HD  23886",7.4549,10.6856,21.249,-46.075
674661,57.436867516810004,25.364184999260004,"HD  23911",2.3457,-9.63348,7.131,-19.122
675926,57.38635443769,23.38040113489,"HD  23912",7.2313,5.4,20.346,-44.301
675927,57.40908385995001,22.533483708409992,"HD  23913",7.2959,7.58833,18.218,-44.569
676292,57.43138161984,23.71185213791,"HD  23923",7.4625,9.5,17.869,-45.572
675928,57.420514084000004,23.341570241650004,"HD  23924",7.3159,1.399,18.733,-45.133
674634,57.47048208959,25.64745060022,"HD  23935",7.246,4.65,18.623,-45.938
675481,57.48581412198,24.348992290560002,"HD  23948",7.3156,3.94729,19.505,-44.6
675883,57.47789516683,24.21833144931,"HD  23949",3.2519,13.4,2.882,-8.305
675907,57.49189870797999,23.84869113201,"HD  23964A",7.389,1.76061,18.378,-45.87
675908,57.48936353565,23.84707556406,"HD  23964C",7.6428,10.82,21.531,-43.565
675931,57.51442473884,22.59163752178,"HD  23965",23.2079,7.316,155.046,-62.508
674663,57.573636366787504,25.379567566227223,"HD  23975",7.2394,5.69224,19.348,-45.86
674636,57.578921751196305,25.5793744292989,"HD  23985",17.71,5.1,41.0,-112.74
675932,57.58192416666667,22.678250000000002,"HD  24001",,-0.6,-15.8,-14.7
674665,57.61690864538999,24.49548757843,"HD  24013",4.7383,-9.29675,21.603,-22.985
674666,57.64319702533,24.791576481349995,"HD  24027",3.1344,-19.917299,-8.752,-10.418
675910,57.71845593327,23.96147062286,"HD  24076",6.7873,-6.21236,19.945,-45.361
674667,57.781594081,25.40844235798,"HD  24087",5.7751,31.14,18.616,-18.224
675935,57.76145965508001,23.42831701883,"HD  24088",4.7108,-9.37924,-1.528,-12.361
674668,57.797471913120006,24.59321619638,"HD  24097",1.7641,42.17,12.629,2.292
6348030,57.838450066929994,25.63566650491,"HD  24105B",5.0529,-23.84,-20.837,-20.518
674670,57.85539123053001,25.162927609579995,"HD  24118",5.4197,5.00843,-9.991,-12.51
674669,57.87101641743,25.006627734590005,"HD  24119",3.8421,18.3937,-0.759,-17.605
674671,57.86339314893,24.5186507608,"HD  24132",7.2514,1.1887,19.747,-45.451
675936,57.89629306457,23.22720539749,"HD  24153",2.5913,-37.57,1.943,-26.659
674672,57.96325269614,25.09856227236,"HD  24168",2.3235,-2.41,1.323,-0.376
674673,58.00383141926001,25.34172634985,"HD  24193",3.7743,-1.05,-4.758,13.68
675913,57.98692677335,23.90195691803,"HD  24194",7.5654,5.945,20.569,-45.934
675937,58.02332312805126,22.67163183530028,"HD  24206",33.5609,11.173,206.762,-339.42
674674,58.04748660176,25.16307758624,"HD  24213",25.6061,-39.593,-123.04,-164.354
675914,58.02850080564,23.58610503388,"HD  24214",2.7026,-35.94,-9.327,-28.715
674676,58.22282674731999,24.71573128536,"HD  24302",7.3515,8.3771,18.176,-45.041
674677,58.256820851970005,25.39031248924,"HD  24311",5.557,16.0201,-7.072,-23.09
674678,58.321055482599995,24.89383228142,"HD  24343",4.8046,18.69586,24.398,-4.869
675915,58.320494452000005,23.49915143136,"HD  24356",2.6919,22.38,4.107,-8.12
675939,58.33819954354,23.12361160895,"HD  24369",1.8961,21.09,7.171,5.528
674680,58.40247565200999,25.20039070267,"HD  24377",1.9118,-3.1,-5.452,-4.544
674681,58.55347013075,24.569742166370006,"HD  24454",8.3161,14.69,12.666,-23.023
675916,58.58994582847,24.07569117895,"HD  24463",7.3895,10.9388,19.328,-45.652
675884,58.72704598687,24.19028041027,"HD  24526",3.2563,4.332812,17.507,-12.135
675917,58.7573898574,23.957700081099997,"HD  24536",2.6883,-1.94952,-7.623,-2.797
674755,57.15127664623,25.331070593490004,"HD 282950",6.0602,22.0,47.172,-16.009
674233,56.63031090561,25.32402080655,"HD 282951",4.3879,37.19,46.702,-37.258
674231,56.61396795552001,25.135533531640004,"HD 282952",7.4354,6.64989,20.866,-45.54
674230,56.607776812500006,25.01799579173,"HD 282953",0.7892,33.14,5.948,-5.462
674236,56.66155827922666,24.959645573556386,"HD 282954",7.407,6.35612,20.61,-46.954
674232,56.71686630774,25.12678603434,"HD 282955",1.0856,-17.1273,-1.164,-4.936
674237,56.97520127422,25.130394488949996,"HD 282956",0.7047,61.05,-0.574,0.844
674486,56.99013995815,25.0133484507,"HD 282957",1.5665,31.65,9.92,-6.499
674902,57.073714881931245,25.047849777727222,"HD 282958",7.4993,5.981,19.517,-47.057
674754,57.1441751705142,25.0668847662306,"HD 282959",1.2966,1.9,0.542,-7.263
674767,57.35710239999999,24.937624500000002,"HD 282960",,5.54339,19.4,-46.7
674766,57.10531489005,24.87805775031,"HD 282961",5.3083,14.46,79.398,-24.677
674765,57.203263003710006,24.63492066406,"HD 282964",4.9317,-29.86,-10.894,-19.638
674776,57.29888779581333,24.636580271547217,"HD 282965",7.1223,16.6989,20.683,-44.739
674659,57.38926495272,24.62977462009,"HD 282966",1.4383,23.25,6.73,-7.107
11683458,56.918522287018746,24.364558104628614,"HD 282967",7.3961,5.22358,19.317,-45.455
674235,56.74838431527,24.38439863542,"HD 282968",2.708,0.18,0.184,-7.976
674485,56.68406788003,24.31281295775,"HD 282969",3.443,25.56,1.97,-17.56
675900,57.109020128553745,24.048388009232223,"HD 282971",7.4191,6.4596,19.673,-46.258
11681711,57.07131657162583,23.890352740176944,"HD 282972",7.2889,5.9703,17.886,-45.495
675559,56.96885853186208,23.941230263184167,"HD 282973",7.3763,6.04888,19.685,-46.394
675545,56.65699954064791,23.787719628829727,"HD 282975",7.4719,7.43219,20.011,-47.267
674778,57.49776163669,25.93404309761,"HD 283043",3.5067,0.19,9.273,-24.451
674748,58.15165946308,25.534088669659997,"HD 283050",3.4908,44.9,-9.25,1.258
674757,57.96295665752,25.346316538919996,"HD 283051",2.4623,-17.16,-1.243,-5.968
674758,57.974727236750006,25.03814945598,"HD 283052",2.1511,10.74,4.409,-4.179
674675,58.12151652969,25.00543871663,"HD 283053",0.98,-7.97,9.515,-3.605
674769,57.96817682136,24.910308414930004,"HD 283054",2.6807,-5.99,-1.475,-8.31
674768,57.64526746319001,24.90511616397,"HD 283055",3.9255,7.62,10.568,-33.916
674770,58.39357370585,24.66697772035,"HD 283056",3.4246,-15.69,0.356,-6.345
674679,58.36588833622,24.59469243703,"HD 283057",0.8986,-29.8,-3.483,-9.472
676499,58.07184737275001,24.40022139448,"HD 283058",1.1459,50.3955,0.498,-1.157
674775,57.83424733103,24.382312916530005,"HD 283059",1.5093,66.93,20.452,-16.581
674774,57.70415514217999,24.429712759470004,"HD 283060",1.0152,61.48,11.444,3.67
674773,57.64242702357,24.346805876079998,"HD 283061",3.3909,29.73,34.738,0.226
676416,57.44132073167,24.24581711627,"HD 283062",0.9912,53.17,-3.213,-0.849
676011,58.290212506370004,23.86759842187,"HD 283064",1.2217,-56.2,-3.294,-11.331
676009,58.10961159912,23.861293132,"HD 283065",1.2723,12.72,5.123,-8.75
675911,57.76297892051999,23.903650912960003,"HD 283066",24.5761,34.5523,152.618,-48.089
676010,57.487801764109996,23.95316837687,"HD 283068",5.221,-22.42,-4.014,-17.351
674771,58.61150068154,24.89481469573,"HD 283152",1.3539,43.994701,3.982,-12.858
675893,58.526670715250006,24.3607556233,"HD 283168",2.788,-56.23,9.456,-12.969
675892,58.68967851256,24.226337837849997,"HD 283169",2.755,-13.565536,0.413,-12.381
661047,54.73693697114334,24.569809521860833,"HIP  17020",7.16,6.09983,20.161,-43.464
661309,55.12536928789,25.362071947659995,"IRAS 03374+2511",0.8813,49.71,7.533,-5.468
661446,55.23888255689,25.608249727150003,"IRAS 03379+2526",1.4845,-14.8,8.046,-5.422
21405398,57.02938225663083,24.453340811764722,"LAMOST J034807.05+242711.9",0.6491,0.75,1.037,-2.058
18871308,57.11711674361541,22.739274040690272,"LAMOST J034828.10+224421.3",0.4118,-2.43,-3.56,-0.772
3995775,54.731128784869995,24.0988461478,"LP  356-326",4.4087,-188.951,78.122,-193.277
660954,55.73409697761585,25.264676559788054,"LP  356-458",27.9527,105.771004,470.766,-58.91
675495,56.96488640107791,25.792619576325002,"LP  356-619",12.7449,-97.0,325.024,-281.897
661912,55.40377175869,23.343710037080005,"LP  356-778",24.2522,34.846,156.341,-41.349
676861,57.98057705569375,23.948461532065,"LP  357-23",16.3957,-47.91,374.887,-204.197
676860,57.94990156878001,23.286224919959995,"LP  357-25",8.2477,97.33,223.349,-90.383
18870830,58.54263983336459,24.708555624051666,"MaNGA 3-44581415",2.7962,-95.23,-6.898,-23.939
18870843,56.16653894829083,25.441087138233335,"MaNGA 3-46838610",0.6631,-115.4,14.74,-12.4
18870849,56.42995988038584,24.519667987938057,"MaNGA 3-47946240",4.3633,64.91,35.404,10.758
18870859,55.38754457941792,25.293871992749445,"MaNGA 3-48477475",0.0548,-51.69,2.567,-2.259
18870861,57.831598815377504,22.9788270268925,"MaNGA 3-48479168",0.8364,34.25,5.034,0.872
18870862,57.87677791802918,22.79432900434945,"MaNGA 3-48479273",4.222,-27.68,-2.568,-40.716
18871297,58.60094366036209,23.959590817061944,"MaNGA 7-24943381",0.3438,0.79,2.312,-3.245
18871299,58.09359606538001,25.19907069081583,"MaNGA 7-24958705",0.7295,-15.07,-4.869,-1.228
18871302,55.996713120284994,23.684685153484445,"MaNGA 7-24968607",0.6631,41.14,7.727,-1.037
18871305,58.3909331991,24.105209473630833,"MaNGA 7-25036315",0.8575,47.62,10.864,-2.43
6527687,55.65345324288,22.428569812520003,"TYC 1247-32-1",0.5764,-12.74,6.17,-4.62
7823555,55.97153131938,22.28776108234,"TYC 1247-430-1",0.96,-36.17,1.653,-4.502
6528323,57.808143358470005,22.478635937759996,"TYC 1260-27-1",3.234,-2.71,-9.382,-13.088
6528339,56.96950840689999,22.474892177529995,"TYC 1260-484-1",1.702,-13.82,0.356,-6.039
6528340,57.22784870205,22.222389865480004,"TYC 1260-526-1",4.3252,-14.43,15.703,-38.06
6528341,56.96608894954,22.22436336185,"TYC 1260-534-1",1.6846,38.53,8.94,-5.24
6528344,56.7104638304,22.391639228300004,"TYC 1260-623-1",2.6081,15.33,3.384,-15.624
6528345,56.44088620291,22.34437721436,"TYC 1260-625-1",2.6161,91.5,-0.09,-21.24
6528353,56.32083471668,22.17745229326,"TYC 1260-755-1",1.0961,-5.79,1.619,-8.098
6528355,56.496389648670004,22.39495932503,"TYC 1260-811-1",1.0594,-59.71,1.196,-10.723
661986,56.108787270549996,22.39827261158,"TYC 1260-813-1",8.1339,-1.07,-26.892,-23.205
6528357,56.68295844315,22.360445698440003,"TYC 1260-841-1",1.2476,37.23,1.944,-2.958
6604587,55.52359143003,23.587758087789997,"TYC 1799-100-1",2.6982,-50.04,2.927,-24.302
6604613,54.53870059148999,23.65439374111,"TYC 1799-1027-1",2.0112,7.18,-3.352,4.676
6604615,55.845850734,23.28984973173,"TYC 1799-1089-1",1.9162,-10.56,-5.341,-6.244
6604616,55.63068192372,23.268723215189997,"TYC 1799-1118-1",1.4945,4.03,12.196,-4.884
6347733,55.812018148099995,23.585106478179995,"TYC 1799-1128-1",0.6795,-44.85,1.448,-1.498
6604619,56.09206470670001,22.57661584236,"TYC 1799-1155-1",1.2042,25.66,3.354,-8.824
661424,54.74351401696,24.20697635362,"TYC 1799-1160-1",0.9107,19.39,1.832,-2.3
6604620,56.39230545403,22.916924570149998,"TYC 1799-1162-1",0.9826,-4.07,-1.255,-2.178
6604621,56.42680091218,22.5242320754,"TYC 1799-1169-1",3.6588,-50.68,0.022,-33.706
676488,56.40375745064,22.63110443718,"TYC 1799-1182-1",4.8035,-104.72,0.368,-27.404
6604622,55.71694019606001,23.534475242480003,"TYC 1799-1186-1",1.0082,4.57,0.345,-0.448
6604588,55.17073089665001,24.315942656780003,"TYC 1799-119-1",2.0202,39.19,6.198,-11.087
6604623,55.51872848051,22.539319620810005,"TYC 1799-1196-1",1.1257,32.43,4.459,-3.483
6604624,55.96789708821999,22.69975487166,"TYC 1799-1218-1",1.6584,-26.34,5.052,-21.166
661992,55.26835474699,22.53181331362,"TYC 1799-1279-1",7.5135,45.67,11.247,-22.166
6604625,56.298528512400004,23.0774371267,"TYC 1799-1281-1",0.6539,-64.26,-3.216,-0.098
676489,56.50781340224,22.55534181183,"TYC 1799-1297-1",1.285,-37.85,2.107,-8.923
6604589,55.62270528544,23.55973118219,"TYC 1799-132-1",3.96,52.79,12.398,-0.265
676490,56.29811717297001,22.95287816753,"TYC 1799-1328-1",7.4249,23.7,-13.908,-6.815
6604627,55.65943667535,22.611575191649997,"TYC 1799-1331-1",1.9645,-55.46,-8.136,-8.589
6604628,55.61073800632,22.53168646438,"TYC 1799-1368-1",2.6431,-21.17,-4.693,-5.63
6604629,55.69469015072,22.847145242409997,"TYC 1799-1391-1",1.81,-4.15,-6.887,-8.287
6604630,54.73946699657,23.303729030880003,"TYC 1799-1421-1",1.6556,-34.28,-2.416,-6.761
6604631,55.44839680143,23.591833021829995,"TYC 1799-1426-1",2.4249,5.64635,-1.208,-8.545
6604591,55.05186029968,24.008647814240003,"TYC 1799-196-1",4.8728,18.17,85.991,-77.312
661422,55.191459301790005,24.15333569804,"TYC 1799-209-1",1.343,21.2,7.696,-11.115
5354562,55.1218040706212,23.8111747142891,"TYC 1799-214-1",4.3124,61.44,40.438,25.203
6604592,55.05183847568,23.63420734733,"TYC 1799-226-1",2.1399,14.51,-1.247,-3.241
6347664,55.19483756798999,24.21549713795,"TYC 1799-240-1",4.7665,27.72,28.053,-12.9
6347691,55.38949776584,23.73415969012,"TYC 1799-263-1",1.057,18.04,7.427,-0.789
6604593,55.17906627928,24.06810239939,"TYC 1799-273-1",0.9514,13.34,5.999,-12.871
6604594,55.47977354288,23.271950656230004,"TYC 1799-285-1",1.0146,-47.22,1.757,-13.028
6604595,55.50975633337,24.148320317280003,"TYC 1799-311-1",1.3539,-45.07,-11.51,-3.738
660981,54.865142739540005,24.02598977902,"TYC 1799-322-1",3.4374,17.81,19.269,-16.873
6604596,55.49043547294,23.06145829214,"TYC 1799-324-1",1.053,60.73,2.546,-0.805
6604597,54.93966046559,23.06444897829,"TYC 1799-412-1",2.2716,-8.56,2.729,-15.338
661679,55.5106411619,22.87644779701,"TYC 1799-414-1",4.8106,31.99,32.187,-2.103
661423,54.92649229855,24.071073111099995,"TYC 1799-448-1",2.9622,1.61,2.893,-8.502
6604598,55.96535555181,23.365158596710003,"TYC 1799-455-1",2.8082,25.18,16.52,-10.636
6604599,56.00220698804,22.897447155,"TYC 1799-474-1",1.539,29.34,-3.779,1.343
661988,55.5333918633,23.52669039859,"TYC 1799-561-1",3.3788,-22.73,-19.503,-35.44
6604600,55.02310241995999,22.981230980440003,"TYC 1799-570-1",3.3801,20.26,-18.542,-16.827
6604585,55.03410944438,24.28420466973,"TYC 1799-6-1",0.82,-38.57,-2.446,-6.233
6604601,54.86651127441999,24.240694622800003,"TYC 1799-623-1",3.9156,-15.23,10.778,-4.969
6604602,55.01719694451,23.86668124388,"TYC 1799-627-1",3.5414,-10.39,-6.674,-0.39
6604603,55.33161603997001,24.294114094870004,"TYC 1799-637-1",3.4386,48.07,37.097,-34.026
661989,55.799672440630005,23.605070462769998,"TYC 1799-769-1",3.9768,31.05,24.204,-8.555
6347705,55.58375269249999,23.78224826024,"TYC 1799-77-1",0.2838,57.51,0.745,0.133
676487,56.41066247511,22.942290079789995,"TYC 1799-779-1",3.3782,-20.084299,18.644,-10.365
6604604,56.29291082695,22.603625790179997,"TYC 1799-821-1",4.7598,-39.99,12.715,9.05
6604605,55.0869999835,23.668092796909992,"TYC 1799-836-1",4.3327,43.79,19.911,-10.984
6604606,56.41311510851,23.05824482893,"TYC 1799-867-1",1.3835,42.48,13.587,6.679
6604608,54.56355184078,23.59869111493,"TYC 1799-902-1",1.0667,-57.81,1.033,-9.744
6604611,55.796301553519996,22.84228528248,"TYC 1799-952-1",3.543,-10.37,7.143,-3.253
6604612,55.33400677617001,23.05479156841,"TYC 1799-990-1",4.8765,6.65,3.621,-9.437
6604673,58.31819870332,24.35736935552,"TYC 1800-1015-1",2.2205,-20.9,-1.512,2.604
6604674,58.57979847544,24.062499556540004,"TYC 1800-1064-1",4.2193,-5.27,0.025,-18.821
6604675,58.49464139506,24.33869099076,"TYC 1800-1071-1",2.1112,37.79,15.997,-10.846
6604676,58.05283374436,24.3293855454,"TYC 1800-1079-1",5.7691,25.3,30.218,-19.615
6604639,57.817196690479996,22.692430347750005,"TYC 1800-114-1",3.9646,22.89,33.962,-11.169
6604678,58.22479234744,23.55181966146,"TYC 1800-1146-1",0.9461,-14.96,-2.711,-0.677
676494,58.59422281975,23.58923704375,"TYC 1800-1266-1",3.3721,28.49,34.777,5.631
6604679,58.12542342491,23.69444327235,"TYC 1800-1349-1",1.5911,-52.65,2.457,-21.918
6604680,57.05538868641,23.252737154289996,"TYC 1800-1658-1",3.9575,9.45,-12.507,-11.38
6604682,56.90526692906,22.82069454469,"TYC 1800-1700-1",1.1513,-36.4436,4.235,-12.049
6604683,56.58693501262,22.887274034329998,"TYC 1800-1815-1",0.8089,11.25,-1.327,0.259
6347912,57.0527880652,22.93139838217,"TYC 1800-1833-1",3.906,-11.82,-6.683,-0.59
6604684,56.743408261140004,22.7181857058,"TYC 1800-1911-1",5.0446,46.33,30.75,-13.641
6604685,57.01441007118001,22.94197922439,"TYC 1800-1913-1",1.8328,12.46,4.903,-11.956
6604686,56.53520171087,22.977715985170004,"TYC 1800-2018-1",3.349,-29.69,1.315,-19.715
676864,57.08350144532,22.54839356177,"TYC 1800-2095-1",0.5686,24.03,3.439,-7.724
676495,57.03379587076,22.55892500204,"TYC 1800-2103-1",4.375,11.48,-32.738,-20.121
6604687,56.88879369235,22.761297837070003,"TYC 1800-2122-1",2.5042,-24.79,6.589,-15.315
676496,57.22956199541,22.544021748,"TYC 1800-2137-1",4.2012,-36.99,-22.162,-17.51
676497,57.04971868312,22.577275078020005,"TYC 1800-2146-1",1.7641,22.92,0.009,-12.011
676498,57.00194016469,22.80652434197,"TYC 1800-2171-1",3.2932,-36.451698,5.805,-0.157
6604688,56.92079561109,22.945025532219997,"TYC 1800-2190-1",2.1709,25.03,8.05,7.123
676492,57.63491820593,22.650485382450004,"TYC 1800-238-1",1.9751,-67.247398,-15.136,-14.548
676865,58.06538175585,22.75825058306,"TYC 1800-262-1",0.4577,-3.95,1.134,-0.398
6604645,57.30067376967,22.726360200300004,"TYC 1800-276-1",2.735,-3.96,8.086,-20.338
6604646,57.582671545429996,22.856207927499998,"TYC 1800-277-1",0.2547,99.469002,12.99,-15.846
6604647,57.597595710609994,22.837360804579998,"TYC 1800-304-1",3.2339,-42.17,-2.309,-7.736
6604648,57.88395091064,22.840697298049996,"TYC 1800-313-1",2.8852,-36.02,9.249,5.065
6604649,57.70920414252,22.8781524132,"TYC 1800-335-1",1.5667,17.53,-6.083,-4.166
6604650,57.48673408278,22.88033042257,"TYC 1800-341-1",2.6561,-47.4,2.202,-5.585
6604651,58.03766488646999,23.52366492877,"TYC 1800-390-1",1.1055,0.979927,-1.779,-3.327
676493,57.864291298880005,23.26720248104,"TYC 1800-405-1",3.4995,50.86,23.279,-18.373
6604652,58.04635617764001,23.28181590109,"TYC 1800-426-1",2.7793,-25.27,-7.446,-12.059
6604653,57.65050476358999,23.49323456769,"TYC 1800-462-1",1.1023,-10.5733,-5.426,-9.986
6604654,58.104784212789994,23.06130552749,"TYC 1800-495-1",2.0509,0.87,-10.22,-13.198
6604656,57.674468788469994,23.30987096669,"TYC 1800-535-1",0.8803,1.80375,-2.207,-1.204
6604657,57.93830307974001,23.19892520805,"TYC 1800-563-1",2.316,-62.66,-16.257,-22.893
6604658,58.24119208242,23.084141807779996,"TYC 1800-575-1",4.5914,1.6,-0.218,-23.851
